Onset,Offset
589.765,589.856
590.418,590.482
590.554,590.63
590.658,590.685
590.708,590.797
590.871,590.967
591.037,591.126
591.196,591.295
591.312,591.543
591.592,591.697
591.753,591.838
591.904,592.023
592.059,592.131
592.196,592.259
592.322,592.386
592.447,592.52
592.579,592.653
592.707,592.784
593.039,593.07
593.097,593.154
593.221,593.286
593.358,593.436
593.446,593.479
593.506,593.626
593.652,594.009
594.058,594.149
594.233,594.298
594.356,594.435
594.497,594.569
594.628,594.691
594.749,594.823
594.882,594.96
595.034,595.107
595.163,595.229
595.294,595.364
595.428,595.51
595.564,595.7
595.722,595.828
595.895,595.99
596.046,596.121
596.198,596.26
596.346,596.432
596.514,596.585
596.657,596.74
596.812,596.901
596.978,597.053
597.118,597.185
597.257,597.341
597.395,597.465
597.538,597.612
597.673,597.741
597.807,597.88
597.94,598.016
598.085,598.155
598.218,598.321
598.395,598.486
598.541,598.609
598.693,598.75
598.815,598.906
598.972,599.043
599.1,599.171
599.251,599.317
599.381,599.453
599.526,599.595
599.666,599.748
599.844,599.932
599.991,600.051
600.128,600.191
600.248,600.317
600.386,600.468
600.522,600.597
600.653,600.732
600.785,600.849
600.913,600.971
601.04,601.094
601.309,601.372
601.431,601.499
601.559,601.624
601.692,601.756
603.162,603.195
603.298,603.371
603.43,603.504
603.59,603.614
619.063,619.115
619.164,619.232
619.29,619.36
619.423,619.506
619.585,619.675
619.737,619.829
619.895,619.978
620.062,620.149
620.206,620.291
620.353,620.425
620.485,620.547
620.611,620.667
620.732,620.79
620.859,620.921
620.985,621.045
621.107,621.169
621.236,621.313
621.372,621.45
621.515,621.603
621.664,621.763
621.778,621.805
621.833,621.93
621.998,622.119
622.189,622.315
622.362,622.426
622.485,622.546
622.604,622.673
622.737,622.829
622.87,622.959
623.001,623.085
623.132,623.214
623.275,623.353
623.399,623.475
623.528,623.606
623.657,623.732
623.795,623.911
623.945,624.057
624.107,624.215
624.269,624.349
624.407,624.479
624.538,624.611
624.675,624.747
624.806,624.874
624.933,625.006
625.064,625.123
625.738,625.814
625.854,625.928
625.991,626.062
626.103,626.121
626.157,626.333
626.343,626.429
626.489,626.555
626.625,626.689
626.761,626.828
626.897,626.977
627.05,627.095
627.294,627.329
627.471,627.505
627.895,627.954
628.014,628.083
628.154,628.232
628.302,628.606
628.649,628.717
628.788,628.862
628.937,629.016
629.088,629.176
629.244,629.328
629.397,629.482
629.889,629.938
630.353,630.603
630.611,630.658
630.695,631.397
631.401,631.424
631.465,631.572
631.644,631.723
631.783,631.875
632.003,632.151
632.198,632.306
632.363,632.402
632.496,632.525
632.597,632.657
632.721,632.787
632.853,632.919
632.987,633.058
633.12,633.187
633.253,633.324
633.404,633.473
633.539,633.603
633.666,633.733
633.793,633.865
633.928,633.995
634.062,634.125
634.344,634.4
634.455,634.531
634.596,634.672
634.754,634.851
634.907,635.047
635.097,635.191
635.264,635.348
635.412,635.486
635.57,635.645
635.739,635.809
635.872,635.935
636.012,636.08
636.151,636.224
636.294,636.368
636.434,636.513
636.569,636.652
636.705,636.777
636.837,636.908
636.969,637.037
637.103,637.163
637.235,637.285
637.376,637.431
637.492,637.564
637.621,637.695
637.757,637.824
637.891,637.936
638.154,638.222
638.279,638.351
638.417,638.486
638.552,638.625
638.69,638.752
638.818,638.895
638.953,639.033
639.095,639.174
639.255,639.338
639.404,639.466
639.535,639.598
639.665,639.731
639.802,639.875
639.942,640.006
640.076,640.136
640.209,640.273
